"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
5.48203163249555e-07,50,72,1.89094172716093,"Path:hsa05218 Melanoma","http://www.genome.jp/kegg-bin/show_pathway?hsa05218 "," CDK4  CDK6  GADD45G  DDB2  GADD45A  EGF  EGFR  AKT1  AKT2  FGF2  FGF3  FGF4  FGF6  FGF7  FGF8  FGF9  FGF10  FGFR1  FGF20  FGF22  HGF  IGF1  IGF1R  ARAF  KRAS  MDM2  GADD45B  NRAS  POLK  PDGFB  PDGFRA  PDGFRB  PIK3CA  PIK3CD  PIK3R1  PIK3R2  MAPK1  MAPK3  PDGFC  MAP2K2  BAX  RB1  CCND1  BRAF  TP53  PDGFD  FGF23  PIK3R3  FGF18  FGF19"
5.52480726437405e-07,113,202,1.52323781110707,"Path:hsa05205 Proteoglycans in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05205 "," VAV3  FRS2  FZD10  COL1A1  COL1A2  MAPK14  CTNNB1  DCN  DDX5  HBEGF  EGFR  ERBB2  ERBB3  AKT1  AKT2  FGF2  FGFR1  RRAS2  MRAS  FLNA  MTOR  GAB1  GPC3  PDCD4  GPC1  ANK1  ANK3  GRB2  HGF  HIF1A  HOXD10  IGF1  IGF1R  IGF2  IHH  FASLG  IL12B  ITGA2  ITGA5  ITGAV  ARAF  ITGB3  ITGB5  KDR  KRAS  RHOA  LUM  SMAD2  MDM2  MMP2  MMP9  NRAS  PAK1  WNT16  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLCG1  PLCG2  WNT4  PPP1R12C  PRKACG  PRKCG  MAPK1  MAPK3  MAPK13  MAP2K2  PTK2  PXN  CCND1  RPS6KB1  RRAS  MAPK12  SDC1  SDC2  SDC4  SHH  SLC9A1  SMO  SOS2  BRAF  STAT3  TFAP4  TGFB1  THBS1  TIAM1  TIMP3  TLR2  ACTG1  TP53  TWIST1  VAV2  VTN  WNT1  WNT2  WNT5A  WNT6  WNT7A  WNT8B  WNT10B  WNT9A  FZD3  NANOG  WNT10A  WNT5B  FZD1  FZD7  PIK3R3  CAV2  CBL  IQGAP1  WNT3A"
8.20736964588195e-07,193,384,1.36856907503273,"Path:hsa05010 Alzheimer disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05010 "," FRAT1  PPIF  ADAM10  CDK5  TPTEP2-CSNK1E  TUBB3  TUBB4A  ATP5PD  UQCR11  FZD10  TUBA3E  CHRM3  CSNK1A1L  COX5B  COX6A1  COX6A2  COX7A1  CSNK1A1  CSNK1E  CSNK2A1  CSNK2A2  KLC3  CTNNB1  CYBB  DVL1  DVL2  EIF2S1  AKT1  AKT2  ERN1  ATG14  ATG2A  NCSTN  SLC39A14  MTOR  SLC39A6  GAPDH  WIPI2  NOX1  DKK4  DKK2  GNAQ  SLC39A5  GRIN2A  GRIN2C  GRIN2D  SLC25A4  NRBF2  SLC39A3  SLC39A2  HSD17B10  APAF1  APC  IDE  TUBB2B  APOE  IL1A  IL1B  IL6  IRS1  ARAF  NDUFS7  KIF5A  KIF5B  KLC1  KRAS  LPL  LRP1  LRP5  MT-ATP6  MT-ATP8  MT-CO3  MT-CYB  MT-ND1  MT-ND4  MT-ND4L  MT-ND6  NDUFA2  NDUFA4  NDUFA5  NDUFA7  NDUFA9  NDUFA10  NDUFB1  NDUFB4  NDUFB5  NDUFB7  NDUFB8  NDUFB9  NDUFB10  NDUFC2  NDUFS2  NDUFV1  NDUFS4  NDUFS6  NDUFV2  NFKB1  NOS2  SLC11A2  NRAS  ATP5F1A  NOX4  ATP5F1B  APH1A  ATP5F1D  WNT16  ATP5F1E  ATP5PB  ATP5MC3  CALML5  PIK3C3  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLCB2  PLCB4  ATP5PO  CYCS  WNT4  NDUFB11  WIPI1  PPP3CA  PPP3R1  AMBRA1  MAPK1  MAPK3  MAP2K2  MAP2K7  EIF2AK2  PSMA2  PSMA3  PSMA4  PSMA5  PSMA6  PSMB1  NDUFA4L2  PSMB4  PSMB6  PSMB7  PSMC1  PSMD3  PSMD7  PSMD8  PSMD11  PTGS2  SDHA  SDHB  KLC2  BRAF  TNFRSF1A  TRAF2  TUBA4A  TUBB2A  UQCRC1  UQCRC2  VDAC3  WNT1  WNT2  WNT5A  WNT6  WNT7A  WNT8B  WNT10B  WNT9A  XBP1  CACNA1D  CACNA1S  FZD3  TUBAL3  WNT10A  CALM3  TUBB1  WNT5B  CAPN1  CAPN2  AXIN1  AXIN2  FZD1  FZD7  SLC25A31  APH1B  CASP8  TUBA1C  PIK3R3  BECN1  FADD  WNT3A  KLC4  SLC39A13  COX7A2L  CALML4  RB1CC1"
8.20736964588195e-07,159,306,1.41486933938159,"Path:hsa05016 Huntington disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05016 "," PPIF  ACTR1B  DNAL4  TUBB3  TUBB4A  ATP5PD  CREB3  DCTN2  DCTN6  PPARGC1A  UQCR11  DCTN3  TUBA3E  AP2M1  CLTA  CLTB  COX5B  COX6A1  COX6A2  COX7A1  CREBBP  DNAH2  KLC3  CREB3L4  DCTN1  DNAH5  DNAH6  DNAH9  EP300  ERN1  ATG14  ATG2A  RCOR1  MTOR  SIN3A  WIPI2  GNAQ  GPX1  GPX3  GRIA2  GRIA4  SLC25A4  NRBF2  HDAC2  APAF1  TUBB2B  NDUFS7  KCNJ10  KIF5A  KIF5B  KLC1  TBPL2  MAP3K10  MT-ATP6  MT-ATP8  MT-CO3  MT-CYB  MT-ND1  MT-ND4  MT-ND4L  MT-ND6  NDUFA2  NDUFA4  NDUFA5  NDUFA7  NDUFA9  NDUFA10  NDUFB1  NDUFB4  NDUFB5  NDUFB7  NDUFB8  NDUFB9  NDUFB10  NDUFC2  NDUFS2  NDUFV1  NDUFS4  NDUFS6  NDUFV2  GPX8  ATP5F1A  ATP5F1B  DCTN4  ATP5F1D  ATP5F1E  ATP5PB  ATP5MC3  PIK3C3  PLCB2  PLCB4  ATP5PO  CYCS  POLR2B  POLR2C  POLR2D  POLR2G  POLR2I  POLR2J  NDUFB11  PPARG  POLR2J3  WIPI1  IFT57  DNAH3  AMBRA1  ACTR10  MAP2K7  PSMA2  PSMA3  PSMA4  PSMA5  PSMA6  PSMB1  NDUFA4L2  PSMB4  PSMB6  PSMB7  PSMC1  PSMD3  PSMD7  PSMD8  PSMD11  BAX  BDNF  SDHA  SDHB  KLC2  SLC1A2  SLC1A3  SOD1  SOD2  SP1  STX1A  TBP  TGM2  TP53  TRAF2  TUBA4A  TUBB2A  UCP1  UQCRC1  UQCRC2  VDAC3  CACNA1B  DNALI1  TUBAL3  TUBB1  SLC25A31  CASP8  DCTN5  CREB3L3  TUBA1C  DNAH17  BECN1  KLC4  COX7A2L  TBPL1  RB1CC1"
3.41145095758529e-06,114,210,1.47817616157495,"Path:hsa04015 Rap1 signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04015 "," VAV3  ADCY1  ADCY8  ADCY9  ADORA2B  CRK  MAPK14  CSF1R  CTNNB1  CTNND1  EFNA1  EFNA2  EFNA3  EGF  EGFR  AKT1  AKT2  F2R  FGF2  FGF3  FGF4  FGF6  FGF7  FGF8  FGF9  FGF10  FGFR1  FGFR3  FGFR4  VEGFD  MRAS  SIPA1L3  FLT1  FLT4  PRKD3  FYB1  FGF20  FGF22  LAT  GNAI3  GNAO1  GNAQ  GNAS  RAPGEF1  GRIN2A  HGF  IGF1  IGF1R  ITGA2B  ITGAM  ITGB3  KDR  KIT  KRAS  RHOA  LCP2  AFDN  NGF  NGFR  NRAS  PARD6A  ANGPT4  EVL  PDGFB  PDGFRA  PDGFRB  RAPGEF6  CALML5  PFN1  PFN2  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLCB2  PLCB4  PLCG1  ENAH  PRKCG  PRKCI  PRKD1  PRKCZ  MAPK1  MAPK3  MAPK13  PDGFC  MAP2K2  MAP2K6  RAC2  RAC3  RALA  RALB  RAP1B  RRAS  MAPK12  ARAP3  BRAF  THBS1  TIAM1  ACTG1  VASP  VAV2  VEGFB  PDGFD  FGF23  CALM3  PARD6B  PIK3R3  FGF18  F2RL3  CALML4  RAPGEF2  FARP2  FGF19"
8.68083260446053e-06,82,143,1.56141537862352,"Path:hsa04550 Signaling pathways regulating pluripotency of stem cells","http://www.genome.jp/kegg-bin/show_pathway?hsa04550 "," PCGF3  LEFTY1  FZD10  ACVR1C  MAPK14  CTNNB1  DVL1  DVL2  AKT1  AKT2  ESRRB  FGF2  FGFR1  FGFR3  FGFR4  GRB2  HOXA1  APC  ID2  ID4  IGF1  IGF1R  IL6ST  INHBA  INHBB  ISL1  JARID2  KRAS  LIF  SMAD2  MEIS1  MYF5  ZFHX3  NODAL  NRAS  OTX1  WNT16  PIK3CA  PIK3CD  PIK3R1  PIK3R2  WNT4  RIF1  MAPK1  MAPK3  MAPK13  MAP2K2  MAPK12  LHX5  BMP4  BMPR1B  SOX2  STAT3  TBX3  TCF3  TCF7  WNT1  WNT2  WNT5A  WNT6  WNT7A  WNT8B  WNT10B  WNT9A  ZIC3  FZD3  NANOG  KAT6A  WNT10A  ESX1  WNT5B  AXIN1  AXIN2  FZD1  FZD7  INHBE  PCGF1  PIK3R3  WNT3A  ACVR1B  ACVR2A  HAND1"
2.6562722965166e-05,122,235,1.41361975586227,"Path:hsa04014 Ras signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04014 "," PLA2G4B  RASA4  GNB5  RASGRP4  CSF1R  EFNA1  EFNA2  EFNA3  EGF  EGFR  AKT1  AKT2  ETS1  FGF2  FGF3  FGF4  FGF6  FGF7  FGF8  FGF9  FGF10  FGFR1  FGFR3  FGFR4  VEGFD  RRAS2  MRAS  FLT1  FLT3  FLT3LG  FLT4  GAB1  SHC2  FGF20  ABL2  FGF22  LAT  GNB1  GNB3  GNG3  GNG5  GNG11  GNGT1  GNGT2  PLA2G4D  GRB2  GRIN2A  TBK1  HGF  IGF1  IGF1R  IGF2  FASLG  KDR  KIT  ARF6  KRAS  RHOA  PLA2G2C  AFDN  NFKB1  NGF  NGFR  NRAS  NTF3  NTRK1  NTRK2  PLA2G3  PAK1  PAK2  PLA1A  ANGPT4  PDGFB  PDGFRA  PDGFRB  GNG13  CALML5  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLA2G4A  PLCG1  PLCG2  PLD2  PLAAT2  PRKACG  EXOC2  PRKCG  MAPK1  MAPK3  PDGFC  MAP2K2  RALGAPB  RALGAPA2  RAB5A  RAC2  RAC3  RALA  RALB  RAP1B  RASA1  RASA2  RASGRF2  GNB4  REL  RRAS  BDNF  SOS2  TIAM1  VEGFB  ZAP70  PDGFD  FGF23  CALM3  PLA2G12A  PIK3R3  FGF18  CALML4  GNG8  GAB2  FGF19"
6.12374060487519e-05,176,364,1.31659415201007,"Path:hsa05014 Amyotrophic lateral sclerosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05014 "," ACTR1B  DNAL4  SIGMAR1  TUBB3  TUBB4A  ATP5PD  DCTN2  DCTN6  UQCR11  DCTN3  TUBA3E  NUP35  COX5B  COX6A1  COX6A2  COX7A1  MAPK14  DNAH2  KLC3  DCTN1  DNAH5  DNAH6  DNAH9  EIF2S1  ERN1  HNRNPA3  ATG14  SETX  ATG2A  NUP205  NUP210  NUP160  TARDBP  NUP188  MTOR  FUS  CHMP2B  WIPI2  GPX1  GPX3  GRIA2  GRIN2A  GRIN2C  GRIN2D  NXT1  TBK1  NRBF2  NRG1  ANXA7  ANXA11  APAF1  HNRNPA1  HNRNPA2B1  HSPA5  TUBB2B  NDUFS7  KIF5A  KIF5B  KLC1  RAB8A  MT-ATP6  MT-ATP8  MT-CO3  MT-CYB  MT-ND1  MT-ND4  MT-ND4L  MT-ND6  NDUFA2  NDUFA4  NDUFA5  NDUFA7  NDUFA9  NDUFA10  NDUFB1  NDUFB4  NDUFB5  NDUFB7  NDUFB8  NDUFB9  NDUFB10  NDUFC2  NDUFS2  NDUFV1  NDUFS4  NDUFS6  NDUFV2  NEFM  NOS2  GPX8  ATP5F1A  ATP5F1B  DCTN4  ATP5F1D  ATP5F1E  ATP5PB  ATP5MC3  PFN1  PFN2  PIK3C3  NUP54  ATP5PO  CYCS  NDUFB11  WIPI1  WDR41  PPP3CA  PPP3R1  DNAH3  AMBRA1  NUP133  ACTR10  NXT2  MAPK13  MAP2K6  PRPH  PSMA2  PSMA3  PSMA4  PSMA5  PSMA6  PSMB1  NDUFA4L2  PSMB4  PSMB6  PSMB7  PSMC1  PSMD3  NUP107  PSMD7  PSMD8  PSMD11  ALS2  BAX  RAB5A  RANBP2  MAPK12  ATXN2  SDHA  SDHB  SEC13  KLC2  SLC1A2  SOD1  ACTG1  TNFRSF1A  TNFRSF1B  TP53  TPR  TRAF2  TUBA4A  TUBB2A  UQCRC1  UQCRC2  XBP1  DNALI1  DERL1  TUBAL3  NUP85  SPG11  TUBB1  MAP1LC3B  TOMM40L  DCTN5  CAT  TUBA1C  DNAH17  BECN1  KLC4  COX7A2L  VAPB  NRG2  NUP155  RB1CC1  FIG4  NUP153"
8.14706937129838e-05,41,63,1.77208253288225,"Path:hsa05217 Basal cell carcinoma","http://www.genome.jp/kegg-bin/show_pathway?hsa05217 "," GADD45G  FZD10  CTNNB1  DDB2  GADD45A  DVL1  DVL2  GLI1  GLI2  APC  KIF7  GADD45B  LEF1  WNT16  POLK  SUFU  WNT4  BAX  HHIP  SHH  BMP2  BMP4  SMO  TCF7  TP53  WNT1  WNT2  WNT5A  WNT6  WNT7A  WNT8B  WNT10B  WNT9A  FZD3  WNT10A  WNT5B  AXIN1  AXIN2  FZD1  FZD7  TCF7L1"
0.000102344568847244,54,90,1.63377365226705,"Path:hsa05410 Hypertrophic cardiomyopathy","http://www.genome.jp/kegg-bin/show_pathway?hsa05410 "," CACNG2  ACE  DES  CACNG4  IGF1  IL6  ITGA1  ITGA2  ITGA2B  ITGA3  ITGA5  ITGA9  ITGAV  ITGB3  ITGB4  ITGB5  ITGB6  ITGB7  ITGB8  LAMA2  MYH7  MYL2  MYL3  PRKAG2  PRKAG3  PRKAA2  PRKAB1  PRKAB2  CACNG8  CACNG7  CACNG6  SGCA  SGCB  SGCD  SGCG  SLC8A2  SLC8A3  ACTC1  TGFB1  TGFB3  ACTG1  TNNC1  TNNI3  TNNT2  TPM1  TTN  CACNA1D  CACNA1S  CACNA2D1  CACNB1  CACNB3  CACNB4  CACNG1  CACNA2D2"
0.000104376420676183,84,155,1.4756665246283,"Path:hsa04150 mTOR signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04150 "," RRAGB  LAMTOR5  NPRL2  RRAGA  TBC1D7  FZD10  DVL1  DVL2  FLCN  AKT1  AKT2  ATP6V1C2  MTOR  RICTOR  RPS6KA6  GRB2  IGF1  IGF1R  IRS1  KRAS  RHOA  LAMTOR4  LRP5  NRAS  ATP6V1D  WNT16  CAB39  ATP6V1A  ATP6V1B1  ATP6V1B2  ATP6V1E1  PIK3CA  PIK3CD  PIK3R1  PIK3R2  WNT4  DDIT4  LAMTOR1  STRADB  PRKAA2  PRKCG  MAPK1  MAPK3  MAP2K2  FNIP2  RHEB  RPS6KA2  RPS6KA3  RPS6KB1  SEC13  DEPTOR  SKP2  SLC3A2  SOS2  BRAF  STK11  TNFRSF1A  TSC1  TSC2  WNT1  WNT2  WNT5A  WNT6  WNT7A  WNT8B  WNT10B  WNT9A  MAPKAP1  WDR59  FZD3  PRR5L  WNT10A  WNT5B  SLC7A5  CAB39L  FZD1  FZD7  WDR24  PIK3R3  WNT3A  STRADA  EIF4E2  FNIP1  LPIN2"
0.000104376420676183,52,86,1.64643856430013,"Path:hsa05210 Colorectal cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05210 "," BCL2L11  GADD45G  CTNNB1  DDB2  GADD45A  EGF  EGFR  EREG  AKT1  AKT2  MTOR  APPL1  GRB2  MSH6  APC  BIRC5  ARAF  AREG  KRAS  RHOA  SMAD2  MLH1  MSH2  MSH3  GADD45B  NRAS  LEF1  POLK  PIK3CA  PIK3CD  PIK3R1  PIK3R2  CYCS  MAPK1  MAPK3  MAP2K2  BAX  RAC2  RAC3  RALA  RALB  CCND1  RPS6KB1  SOS2  BRAF  TCF7  TGFB1  TGFB3  TP53  AXIN1  AXIN2  TCF7L1"
0.000122458139462935,57,97,1.60008759758113,"Path:hsa05215 Prostate cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05215 "," CDK2  CDKN1B  CREB3  CREBBP  CREB3L4  CTNNB1  EGF  EGFR  EP300  ERBB2  AKT1  ERG  AKT2  FGFR1  MTOR  GRB2  GSTP1  HSP90AA1  IGF1  IGF1R  KLK3  ARAF  KRAS  MDM2  MMP3  MMP9  NFKB1  NFKBIA  NKX3-1  NRAS  LEF1  PDGFB  PDGFRA  PDGFRB  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLAT  MAPK1  MAPK3  PDGFC  MAP2K2  RB1  CCND1  SOS2  BRAF  TCF7  TMPRSS2  TP53  HSP90B1  PDGFD  TCF7L1  CREB3L3  PIK3R3  CCNE1  CCNE2"
0.000204325293353731,62,109,1.54883740734797,"Path:hsa04066 HIF-1 signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04066 "," CDKN1B  EGLN3  CREBBP  CYBB  LDHAL6A  EGF  EGFR  ENO1  ENO2  ENO3  EP300  EPO  ERBB2  AKT1  AKT2  ALDOA  ALDOC  FLT1  MTOR  GAPDH  MKNK2  HIF1A  HK1  HK2  HK3  HMOX1  IFNG  IFNGR1  IGF1  IGF1R  IL6  LTBR  NFKB1  NOS2  NOS3  SERPINE1  ANGPT4  PDHA1  PDHA2  PDK1  PFKL  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLCG1  PLCG2  PRKCG  MAPK1  MAPK3  MAP2K2  RPS6KB1  SLC2A1  STAT3  ELOB  TF  TFRC  TIMP1  VHL  PIK3R3  MKNK1  EIF4E2"
0.000214255570739413,72,131,1.49658655169501,"Path:hsa04068 FoxO signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04068 "," BCL2L11  CDK2  CDKN1B  TPTEP2-CSNK1E  CDKN2B  KLF2  PLK4  PLK2  GADD45G  GABARAPL2  AGAP2  CREBBP  MAPK14  CSNK1E  GADD45A  EGF  EGFR  EP300  AKT1  AKT2  SIRT1  FBXO25  GRB2  GRM1  IGF1  IGF1R  FASLG  IL6  IL10  IRS1  ARAF  KRAS  MDM2  GADD45B  ATM  NRAS  PRKAG2  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLK1  PRKAG3  PRKAA2  PRKAB1  PRKAB2  MAPK1  MAPK3  MAPK13  MAP2K2  RAG1  RBL2  CCND1  MAPK12  SKP2  SOD2  SOS2  BRAF  STAT3  STK11  TGFB1  TGFB3  SETD7  CAT  PIK3R3  S1PR4  TNFSF10  CCNB1  CCND2  CCNB2  G6PC3  HOMER2"
0.000235265976063639,75,138,1.47986743864769,"Path:hsa05418 Fluid shear stress and atherosclerosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05418 "," KLF2  MAPK14  CTNNB1  CYBA  NQO1  DUSP1  AKT1  AKT2  GSTA5  TXN2  NOX1  GPC1  GSTA3  GSTA4  GSTM1  GSTM2  GSTM5  GSTP1  HMOX1  HSP90AA1  ICAM1  IFNG  IL1A  IL1B  ITGA2B  ITGAV  ITGB3  KDR  RHOA  MEF2A  MEF2C  MGST3  MMP2  MMP9  ASS1  NFE2L2  NFKB1  NOS3  PDGFB  PIAS4  CALML5  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLAT  PRKAA2  PRKCZ  MAPK13  MAP2K5  MAP2K6  MAP2K7  PTK2  RAC2  RAC3  TRPV4  MAPK12  CCL2  SDC1  SDC2  SDC4  BMP4  NCF1  BMPR1B  MAP3K7  ACTG1  TNFRSF1A  TP53  HSP90B1  VCAM1  CALM3  PIK3R3  CAV2  CALML4  ACVR2A"
0.000287565009682293,54,93,1.58107127638747,"Path:hsa04657 IL-17 signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04657 "," IL17F  IL17RE  MAPK14  CSF2  CSF3  IL17RA  TAB3  IL17C  IL17B  TBK1  CXCL3  HSP90AA1  IFNG  IL1B  IL4  IL5  IL6  CXCL8  IL17A  CXCL10  JUND  LCN2  MMP1  MMP3  MMP9  MMP13  NFKB1  NFKBIA  ANAPC5  IL17RB  MAPK1  MAPK3  MAPK6  MAPK13  PTGS2  S100A8  S100A9  MAPK12  CCL2  CCL17  CXCL6  CXCL5  SRSF1  IL25  MAP3K7  HSP90B1  TRAF2  TRAF3  TRAF5  MUC5B  CASP8  IL17RC  FADD  TRAF4"
0.000302205092355536,102,200,1.38870760442699,"Path:hsa04510 Focal adhesion","http://www.genome.jp/kegg-bin/show_pathway?hsa04510 "," MYL9  VAV3  CHAD  COL1A1  COL1A2  COL2A1  COL4A2  COL4A4  COL6A2  COL6A3  COMP  CRK  CTNNB1  DIAPH1  DOCK1  EGF  EGFR  ERBB2  AKT1  AKT2  VEGFD  LAMB4  FLNA  FLT1  FLT4  PIP5K1C  COL6A5  SHC2  GRB2  RAPGEF1  MYLPF  HGF  BIRC3  XIAP  IBSP  MYLK4  IGF1  IGF1R  ITGA1  ITGA2  ITGA2B  ITGA3  ITGA5  ITGA9  ITGAV  ITGB3  ITGB4  ITGB5  ITGB6  ITGB7  ITGB8  KDR  RHOA  LAMA2  LAMA4  LAMA5  LAMB1  LAMC1  LAMC2  ARHGAP5  MYL2  PAK1  PAK2  PDGFB  PDGFRA  PDGFRB  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PPP1R12C  PRKCG  MAPK1  MAPK3  PDGFC  PTK2  PXN  MYL7  RAC2  RAC3  RAP1B  CCND1  TNN  SOS2  BRAF  THBS1  THBS3  ACTG1  VASP  VAV2  VCL  VEGFB  VTN  VWF  PDGFD  CAPN2  PIP5K1B  PIK3R3  CAV2  CCND2  MYLK3  MYL10"
0.000320152352357923,123,249,1.34507469363351,"Path:hsa05132 Salmonella infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05132 "," ARPC5  ARPC3  ACTR3  ACTR2  ARPC2  ACTR1B  TUBB3  TUBB4A  NOD1  MYL9  TAB1  DCTN2  ARPC1A  DCTN6  DCTN3  TUBA3E  ARL8A  DYNLL2  MAPK14  CSE1L  KLC3  CTNNB1  DCTN1  DYNC1I2  DYNC1LI2  AKT1  AKT2  FLNA  EXOC7  LY96  TAB3  TXN2  GAPDH  CYFIP2  CYTH4  PYCARD  FHOD1  MYLPF  ANXA2  NCKAP1L  BIRC3  HSP90AA1  TUBB2B  IL1B  IL6  CXCL8  IL18  KIF5A  KIF5B  ARF6  KLC1  KPNA3  RHOA  RHOB  RHOH  M6PR  MYL2  MYO6  NFKB1  NFKBIA  PAK1  DYNC1LI1  DCTN4  LEF1  RAB9B  PFN1  PFN2  PIK3C2A  PIK3C3  PIK3CA  PIK3CD  PODXL  CYCS  EXOC2  PKN1  ACTR10  MAPK1  MAPK3  MAPK13  MAP2K2  MAP2K6  MAP2K7  ACTR3B  VPS18  BAX  MYL7  RAB5A  RALA  EXOC4  RPS3  RRAS  MAPK12  ELMO2  KLC2  VPS33A  ACTR3C  MAP3K7  TCF7  DYNLT1  TLR2  ACTG1  TNFRSF1A  HSP90B1  TRAF2  TUBA4A  TUBB2A  RAB7A  FYCO1  TUBAL3  TUBB1  TCF7L1  CASP8  DCTN5  TUBA1C  RIPK1  TNFSF10  RIPK2  FADD  TNFRSF10B  TNFRSF10A  WASL  KLC4  MYL10"
0.000385682067272025,45,75,1.63377365226705,"Path:hsa05214 Glioma","http://www.genome.jp/kegg-bin/show_pathway?hsa05214 "," CDK4  CDK6  GADD45G  DDB2  GADD45A  EGF  EGFR  AKT1  AKT2  MTOR  SHC2  GRB2  IGF1  IGF1R  ARAF  KRAS  MDM2  GADD45B  NRAS  POLK  PDGFB  PDGFRA  PDGFRB  CALML5  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLCG1  PLCG2  PRKCG  MAPK1  MAPK3  MAP2K2  CAMK1G  BAX  RB1  CCND1  SOS2  BRAF  TP53  CALM3  CAMK4  PIK3R3  CAMK1"
0.000385682067272025,87,167,1.41854598550133,"Path:hsa05225 Hepatocellular carcinoma","http://www.genome.jp/kegg-bin/show_pathway?hsa05225 "," FRAT1  CDK4  CDK6  GADD45G  FZD10  CSNK1A1L  CSNK1A1  CTNNB1  DDB2  GADD45A  NQO1  DVL1  DVL2  EGFR  AKT1  AKT2  GSTA5  MTOR  GAB1  SHC2  GRB2  GSTA3  GSTA4  GSTM1  GSTM2  GSTM5  GSTP1  HGF  HMOX1  APC  IGF1R  IGF2  ARAF  KRAS  LRP5  SMAD2  MGST3  GADD45B  NFE2L2  NRAS  LEF1  WNT16  ACTL6B  POLK  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLCG1  PLCG2  WNT4  PRKCG  MAPK1  MAPK3  MAP2K2  ARID1B  BAX  RB1  CCND1  RPS6KB1  SMARCC1  SMARCD3  SOS2  BRAF  TCF7  TGFB1  TGFB3  ACTG1  TP53  WNT1  WNT2  WNT5A  WNT6  WNT7A  WNT8B  WNT10B  WNT9A  FZD3  WNT10A  WNT5B  AXIN1  AXIN2  FZD1  FZD7  TCF7L1  PIK3R3  WNT3A"
0.000431556686405385,41,67,1.66628656076987,"Path:hsa05221 Acute myeloid leukemia","http://www.genome.jp/kegg-bin/show_pathway?hsa05221 "," CEBPE  CSF1R  CSF2  DUSP6  AKT1  AKT2  FLT3  MTOR  GRB2  IL3  ITGAM  ARAF  KIT  KRAS  MPO  NFKB1  NRAS  LEF1  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PML  MAPK1  MAPK3  MAP2K2  RARA  CCND1  BCL2A1  RPS6KB1  SOS2  SPI1  BRAF  STAT3  STAT5B  TCF7  TCF7L1  PIK3R3  RUNX1  PER2  CCNA1"
0.000449370822553894,111,223,1.35537276084934,"Path:hsa05208 Chemical carcinogenesis-reactive oxygen species","http://www.genome.jp/kegg-bin/show_pathway?hsa05208 "," PPIF  AKR1A1  ATP5PD  UQCR11  COX5B  COX6A1  COX6A2  COX7A1  MAPK14  CYBA  AKR1C2  NQO1  SLC26A2  EGF  EGFR  AHR  AKT1  AKT2  GSTA5  PRKD3  ABL2  NOX1  GRB2  SLC25A4  GSTA3  GSTA4  GSTM1  GSTM2  GSTM5  HGF  HIF1A  HMOX1  ARAF  NDUFS7  KRAS  LPO  MGST3  MT-ATP6  MT-ATP8  MT-CO3  MT-CYB  MT-ND1  MT-ND4  MT-ND4L  MT-ND6  NDUFA2  NDUFA4  NDUFA5  NDUFA7  NDUFA9  NDUFA10  NDUFB1  NDUFB4  NDUFB5  NDUFB7  NDUFB8  NDUFB9  NDUFB10  NDUFC2  NDUFS2  NDUFV1  NDUFS4  NDUFS6  NDUFV2  NFE2L2  NFKB1  NFKBIA  NRAS  ATP5F1A  NOX4  ATP5F1B  ATP5F1D  ATP5F1E  ATP5PB  ATP5MC3  ACP1  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLD2  ATP5PO  NDUFB11  PRKD1  MAPK1  MAPK3  MAPK13  MAP2K2  MAP2K7  NDUFA4L2  AS3MT  PTK2  PTPN1  MAPK12  SDHA  SDHB  NCF1  SOD1  SOD2  SOS2  BRAF  UQCRC1  UQCRC2  VDAC3  EPHX3  SLC25A31  CAT  PIK3R3  AKR1C3  CBR1  COX7A2L"
