"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0619967056049138,9,159,2.19386568899222,"Path:hsa04217 Necroptosis","http://www.genome.jp/kegg-bin/show_pathway?hsa04217 "," PARP1  GLUD1  HSP90AA1  IFNG  IL1B  FASLG  TNFRSF1A  TNFSF10  TNFRSF10B"
0.0632890257251823,4,42,3.69126607989167,"Path:hsa00380 Tryptophan metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa00380 "," DLD  HADH  ACAT1  CAT"
0.0794720410887378,10,194,1.99785019787951,"Path:hsa05167 Kaposi sarcoma-associated herpesvirus infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05167 "," CCR3  CCR4  CCR5  AKT1  AKT2  IL6  CXCL8  PDGFB  TNFRSF1A  TRAF3"
0.0844617381036993,5,68,2.84987454697519,"Path:hsa05211 Renal cell carcinoma","http://www.genome.jp/kegg-bin/show_pathway?hsa05211 "," AKT1  AKT2  FH  PDGFB  TGFB1"
0.085424556962954,6,92,2.52771481557799,"Path:hsa04658 Th1 and Th2 cell differentiation","http://www.genome.jp/kegg-bin/show_pathway?hsa04658 "," IFNG  IL2  IL4  IL12A  IL12B  IL13"
0.0935640329815743,4,48,3.22985781990521,"Path:hsa00280 Valine leucine and isoleucine degradation","http://www.genome.jp/kegg-bin/show_pathway?hsa00280 "," DLD  HADH  ACADM  ACAT1"
0.110227040130671,3,30,3.87582938388626,"Path:hsa00030 Pentose phosphate pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa00030 "," ALDOA  ALDOC  PFKL"
0.115703745303037,7,126,2.15323854660348,"Path:hsa04380 Osteoclast differentiation","http://www.genome.jp/kegg-bin/show_pathway?hsa04380 "," AKT1  AKT2  IFNG  IL1B  PPARG  TGFB1  TNFRSF1A"
0.115703745303037,5,75,2.58388625592417,"Path:hsa04918 Thyroid hormone synthesis","http://www.genome.jp/kegg-bin/show_pathway?hsa04918 "," ALB  GPX1  HSPA5  HSP90B1  TTR"
0.116121789127876,3,31,3.75080262956734,"Path:hsa05310 Asthma","http://www.genome.jp/kegg-bin/show_pathway?hsa05310 "," IL4  IL10  IL13"
0.121182894332528,4,53,2.92515425198963,"Path:hsa05320 Autoimmune thyroid disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05320 "," IL2  FASLG  IL4  IL10"
0.125890234522626,5,78,2.4845060153117,"Path:hsa04612 Antigen processing and presentation","http://www.genome.jp/kegg-bin/show_pathway?hsa04612 "," PDIA3  HSPA5  HSPA8  HSP90AA1  IFNG"
0.125890234522626,6,103,2.25776468964248,"Path:hsa04660 T cell receptor signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04660 "," AKT1  AKT2  IFNG  IL2  IL4  IL10"
0.125890234522626,8,157,1.97494490898663,"Path:hsa05160 Hepatitis C","http://www.genome.jp/kegg-bin/show_pathway?hsa05160 "," AKT1  AKT2  IFNG  FASLG  CXCL10  TNFRSF1A  TRAF3  YWHAZ"
0.129220277869564,3,33,3.52348125807841,"Path:hsa03410 Base excision repair","http://www.genome.jp/kegg-bin/show_pathway?hsa03410 "," PARP1  OGG1  NEIL1"
0.14390115448551,4,57,2.71988026939386,"Path:hsa01212 Fatty acid metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa01212 "," HADH  ACADM  ACADVL  ACAT1"
0.167661082807624,3,37,3.14256436531318,"Path:hsa00250 Alanine aspartate and glutamate metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa00250 "," GLUD1  GOT1  ALDH4A1"
0.175921609728796,14,354,1.53281388063298,"Path:hsa04151 PI3K-Akt signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04151 "," COL4A2  CSF3  AKT1  AKT2  HSP90AA1  IL2  FASLG  IL4  IL6  NTF3  PDGFB  PRL  HSP90B1  YWHAZ"
0.175921609728796,6,114,2.0399102020454,"Path:hsa04670 Leukocyte transendothelial migration","http://www.genome.jp/kegg-bin/show_pathway?hsa04670 "," MMP2  MMP9  MYL2  VCAM1  VCL  CXCR4"
0.182418087899326,9,202,1.72685467598893,"Path:hsa05205 Proteoglycans in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05205 "," AKT1  AKT2  FASLG  IL12B  LUM  MMP2  MMP9  TGFB1  TIMP3"
0.183103703205802,3,39,2.98140721837404,"Path:hsa00260 Glycine serine and threonine metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa00260 "," DLD  PGAM1  PGAM2"
